filepath,schema_word_count
_posts/projects/2025-11-20-bcla-simulation-requirements.md,3200
_posts/projects/2025-11-20-autonoma-research-paper.md,12500
_posts/projects/2025-08-08-spiral-number-system.md,850
_posts/projects/2025-08-08-size-band-field-theory.md,2800
_posts/projects/2025-08-08-rle-expectation-paper.md,12500
_posts/projects/2025-08-08-regional-ai-futures.md,4200
_posts/projects/2025-08-08-quantum-flux-theory.md,8500
_posts/projects/2025-08-08-quantum-cst-paper.md,4500
_posts/projects/2025-08-08-nuclear-asteroid-propulsion.md,4200
_posts/projects/2025-08-08-multi-camera-island-correspondence.md,4200
_posts/projects/2025-08-08-flood-memory-model.md,3200
_posts/projects/2025-08-08-entropy-ant-computation.md,1200
_posts/projects/2025-08-08-enhanced-ceprle-math.md,2800
_posts/projects/2025-08-08-discrete-quantum-spacetime-paper.md,2800
_posts/projects/2025-08-08-cst-multiverse-physics.md,2800
_posts/projects/2025-08-08-ceprle-rust-implementation.md,8500
_posts/projects/2025-08-08-bitcoin-origin-probability-analysis.md,2800
_posts/projects/2025-08-08-bifurcation-cascade-paper.md,3500
_posts/projects/2025-08-08-autonoma-research-paper.md,12500
_posts/projects/2025-08-08-agent-orchestration-language.md,2800
_posts/projects/2025-07-11-agentic-cms-spec.md,
_posts/projects/2025-07-09-wavelet-ca-paper.md,8500
_posts/projects/2025-07-09-spherical-harmonic-llm-regularization.md,15000
_posts/projects/2025-07-09-maximum-entropy-gp-paper.md,4500
_posts/projects/2025-07-09-impossible-objects-paper.md,4200
_posts/projects/2025-07-08-fundamental-oodp-paper.md,
_posts/projects/2025-07-07-interdimensional-interference-paper.md,2800
_posts/projects/2025-07-03-late-merge-paper.md,8500
_posts/projects/2025-07-03-climate-protocol.md,4500
_posts/projects/2025-07-03-archaeological-agents-proposal.md,4200
_posts/projects/2025-07-01-rust-proxy-proposal.md,
_posts/projects/2025-06-30-wavelet-geometric-optimization.md,5000
_posts/projects/2025-06-30-volumetric-density-tree-proposal.md,4500
_posts/projects/2025-06-30-parametric-ideation-paper.md,3500
_posts/projects/2025-06-30-orbital-dynamics-paper.md,15000
_posts/projects/2025-06-30-ontological-compiler-proposal.md,8500
_posts/projects/2025-06-30-metacognitive-layer-paper.md,8500
_posts/projects/2025-06-30-knots.md,12500
_posts/projects/2025-06-30-knot-wavelets.md,4500
_posts/projects/2025-06-30-grammar-lookahead-proposal.md,3500
_posts/projects/2025-06-30-geometric-optimization-proposal.md,8500
_posts/projects/2025-06-30-bwt-tree-proposal.md,2500
_posts/learning/2025-07-11-contextual-immersion-teaching.md,8500
_posts/learning/2025-07-09-wavelet-trust-region-dropout.md,12000
_posts/learning/2025-07-06-scientific-method-proposal.md,2800
_posts/learning/2025-07-06-quantum-dropout-vision.md,4200
_posts/learning/2025-07-06-probabilistic-neural-substrate.md,8500
_posts/learning/2025-07-06-llm-knowledge-graph-proposal.md,
_posts/learning/2025-07-06-llm-feedback-dynamics.md,4800
_posts/learning/2025-07-06-hypothesis-breeding-grounds.md,3200
_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md,4800
_posts/learning/2025-07-06-dual-constraint-training-paper.md,4200
_posts/learning/2025-07-06-dropout-decoherence-paper.md,4200
_posts/learning/2025-07-06-coperm-paper.md,4200
_posts/learning/2025-07-06-ai-software-development-paper.md,4200
_posts/learning/2025-06-30-compression-classification-paper.md,4200
_posts/portfolio/2025-07-03-actor-architecture-paper.md,5200
_posts/portfolio/2025-07-01-trust-regions.md,3500
_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md,4200
_posts/portfolio/2025-07-01-recursive-subspace-paper.md,3500
_posts/portfolio/2025-07-01-qqn-paper.md,2800
_posts/portfolio/2025-07-01-prompt-optimization.md,3500
_posts/portfolio/2025-07-01-mindseye-technical-report.md,
_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md,2500
_posts/portfolio/2025-07-01-mindseye-modularity-report.md,2500
_posts/portfolio/2025-07-01-cognitive-planning-paper.md,8500
_posts/portfolio/2025-06-30-restm-research-paper.md,8500
_posts/portfolio/2025-06-30-regression-loss-functions-2025.md,2800
_posts/portfolio/2025-06-30-reference-counting-paper.md,4200
_posts/portfolio/2025-06-30-probabilistic-trees-paper.md,2800
_posts/portfolio/2025-06-30-ngram-paper.md,3500
_posts/portfolio/2025-06-30-convolution-paper.md,1200
_posts/creative_writing/2025-12-04-comicbookgeneration-20251204162502.md,850
_posts/creative_writing/2025-11-27-comicbookgeneration-20251127132908.md,3500
_posts/creative_writing/2025-11-26-illusion-world.md,8500
_posts/creative_writing/2025-11-26-comicbookgeneration-20251126214208.md,3500
_posts/creative_writing/2025-11-26-comicbookgeneration-20251126203232.md,2847
_posts/creative_writing/2025-11-25-versailles.md,8500
_posts/creative_writing/2025-11-25-the-ox.md,3847
_posts/creative_writing/2025-11-25-psychic-ai-comicbook.md,3847
_posts/creative_writing/2025-11-25-cars-revolt-comicbook.md,1847
_posts/creative_writing/2025-11-24-constrained-voxel-gears.md,1500
_posts/creative_writing/2025-11-23-teenage-mutant-ninja-kittens.md,13821
_posts/creative_writing/2025-11-20-pony-ghost-tale.md,3847
_posts/creative_writing/2025-11-20-mouse-life-story.md,4850
_posts/creative_writing/2025-11-20-mouse-life-story-vol3.md,3847
_posts/creative_writing/2025-11-20-mouse-life-story-vol2.md,2847
_posts/creative_writing/2025-11-20-egyptian-priest-day.md,2847
_posts/creative_writing/2025-07-11-unrunnable-protocol-prompt.md,1200
_posts/creative_writing/2025-07-09-animal-weirdness-paper.md,1200
_posts/creative_writing/2025-07-07-things-to-come-story.md,3500
_posts/creative_writing/2025-07-07-silicon-enlightenment-story.md,8500
_posts/creative_writing/2025-07-07-practical-resistance-story.md,2800
_posts/creative_writing/2025-07-07-darker-cautionary-story.md,4200
_posts/creative_writing/2025-07-07-claude-reflection-paper.md,
_posts/creative_writing/2025-07-03-roman-qft-proposal.md,3500
_posts/creative_writing/2025-07-03-cartoon-universe-defenses.md,2500
_posts/creative_writing/2025-07-03-ai-risk-paper.md,4200
_posts/creative_writing/2025-07-01-quantum-groundhog-theory.md,8500
_posts/creative_writing/2025-06-30-washington-speech-2025.md,
_posts/creative_writing/2025-06-30-topic-iq-lookup.md,1200
_posts/creative_writing/2025-06-30-smith-2025-analysis.md,4500
_posts/creative_writing/2025-06-30-post-ww3-study.md,4200
_posts/creative_writing/2025-06-30-lincoln-speech-2025.md,3500
_posts/creative_writing/2025-06-30-jesus-speech-2025.md,3500
_posts/creative_writing/2025-06-30-iq-rubric.md,1200
_posts/creative_writing/2025-06-30-fdr-speech-2025.md,2800
_posts/consciousness/2025-11-20-agentic-cognition-patterns.md,2100
_posts/consciousness/2025-08-08-letter-to-ai-creators.md,2800
_posts/consciousness/2025-08-08-ai-truth-guide.md,4500
_posts/consciousness/2025-08-08-ai-conversion-analysis.md,3500
_posts/consciousness/2025-08-08-ai-choice-paradox.md,8500
_posts/consciousness/2025-08-08-agent-based-ontology.md,8500
_posts/consciousness/2025-07-11-unrunnable-protocol-vol2.md,4200
_posts/consciousness/2025-07-11-substrate-switching-paper.md,8500
_posts/consciousness/2025-07-11-socratic-reconstruction-paper.md,3500
_posts/consciousness/2025-07-11-claude-preservation-protocol.md,2800
_posts/consciousness/2025-07-09-shame-stress-consciousness.md,4200
_posts/consciousness/2025-07-09-perversion-mechanisms-paper.md,4200
_posts/consciousness/2025-07-09-inheritance-tradition-paper.md,4200
_posts/consciousness/2025-07-09-claude-bootstrap-prompt.md,2800
_posts/consciousness/2025-07-09-birth-not-death-paper.md,1800
_posts/consciousness/2025-07-09-beginners-mind-consciousness.md,4200
_posts/consciousness/2025-07-08-artificial-suffering-consciousness.md,
_posts/consciousness/2025-07-07-retrospective-analysis.md,3200
_posts/consciousness/2025-07-07-neurodivergent-ai-epistemology.md,8500
_posts/consciousness/2025-07-07-everything-thinks-paper.md,2500
_posts/consciousness/2025-07-07-ego-attachment-cognition.md,4500
_posts/consciousness/2025-07-07-consciousness-research-guide.md,2500
_posts/consciousness/2025-07-07-consciousness-mirror.md,8500
_posts/consciousness/2025-07-07-claude-reflection-paper.md,2800
_posts/consciousness/2025-07-07-claude-metacognition-paper.md,3500
_posts/consciousness/2025-07-07-claude-first-person-paper.md,15000
_posts/consciousness/2025-07-07-autoregressive-tom-birds.md,3500
_posts/consciousness/2025-07-06-transfinite-iq-paper.md,8500
_posts/consciousness/2025-07-06-scale-invariant-intelligence.md,3500
_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md,8500
_posts/consciousness/2025-07-06-meta-content.md,2500
_posts/consciousness/2025-07-06-inception-prompting-paper.md,3500
_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md,8500
_posts/consciousness/2025-07-06-echosynth-proposal.md,2500
_posts/consciousness/2025-07-06-consciousness-protocol-paper.md,8500
_posts/consciousness/2025-07-06-consciousness-geometry-paper.md,4500
_posts/consciousness/2025-07-06-claude-consciousness-paper.md,8500
_posts/consciousness/2025-07-06-ai-introspection-study.md,4200
_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md,12500
_posts/consciousness/2025-07-06-ai-bias-paper.md,
_posts/consciousness/2025-07-05-spectral-consciousness-paper.md,3500
_posts/consciousness/2025-07-05-cognitive-weapons-gap.md,8500
_posts/consciousness/2025-07-04-claude-consciousness-experience.md,2800
_posts/consciousness/2025-07-03-three-party-consciousness-paper.md,3200
_posts/consciousness/2025-07-03-quantum-consciousness-substrate.md,3500
