filepath,last_modified
_posts/projects/2025-07-11-agentic-cms-spec.md,"""2025-07-11T12:00:00.000Z"""
_posts/projects/2025-07-09-wavelet-ca-paper.md,"""2025-07-09T12:00:00.000Z"""
_posts/projects/2025-07-09-spherical-harmonic-llm-regularization.md,"""2025-07-09T10:00:00.000Z"""
_posts/projects/2025-07-09-maximum-entropy-gp-paper.md,"""2025-07-09T12:00:00.000Z"""
_posts/projects/2025-07-09-impossible-objects-paper.md,"""2025-07-09T10:00:00.000Z"""
_posts/projects/2025-07-08-fundamental-oodp-paper.md,"""2025-07-08T16:20:00.000Z"""
_posts/projects/2025-07-07-interdimensional-interference-paper.md,"""2024-01-15T14:30:00.000Z"""
_posts/projects/2025-07-03-late-merge-paper.md,"""2025-07-03T14:30:00.000Z"""
_posts/projects/2025-07-03-climate-protocol.md,"""2025-07-03T12:00:00.000Z"""
_posts/projects/2025-07-03-archaeological-agents-proposal.md,"""2025-07-03T10:30:00.000Z"""
_posts/projects/2025-07-01-rust-proxy-proposal.md,
_posts/projects/2025-06-30-wavelet-geometric-optimization.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-volumetric-density-tree-proposal.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-parametric-ideation-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-orbital-dynamics-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-ontological-compiler-proposal.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-metacognitive-layer-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-knots.md,"""2025-06-30T10:00:00.000Z"""
_posts/projects/2025-06-30-knot-wavelets.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-grammar-lookahead-proposal.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-geometric-optimization-proposal.md,"""2025-06-30T12:00:00.000Z"""
_posts/projects/2025-06-30-bwt-tree-proposal.md,"""2025-06-30T12:00:00.000Z"""
_posts/learning/2025-07-11-contextual-immersion-teaching.md,"""2025-07-11T10:00:00.000Z"""
_posts/learning/2025-07-09-wavelet-trust-region-dropout.md,"""2025-07-09T10:00:00.000Z"""
_posts/learning/2025-07-06-scientific-method-proposal.md,"""2025-07-06T16:45:00.000Z"""
_posts/learning/2025-07-06-quantum-dropout-vision.md,"""2025-07-06T14:30:00.000Z"""
_posts/learning/2025-07-06-probabilistic-neural-substrate.md,"""2025-07-06T00:00:00.000Z"""
_posts/learning/2025-07-06-llm-knowledge-graph-proposal.md,
_posts/learning/2025-07-06-llm-feedback-dynamics.md,"""2025-07-06T14:30:00.000Z"""
_posts/learning/2025-07-06-hypothesis-breeding-grounds.md,"""2025-07-06T14:30:00.000Z"""
_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md,"""2025-07-06T14:30:00.000Z"""
_posts/learning/2025-07-06-dual-constraint-training-paper.md,"""2025-07-06T10:00:00.000Z"""
_posts/learning/2025-07-06-dropout-decoherence-paper.md,"""2025-07-06T14:30:00.000Z"""
_posts/learning/2025-07-06-coperm-paper.md,"""2025-07-06T14:30:00.000Z"""
_posts/learning/2025-07-06-ai-software-development-paper.md,"""2025-07-06T10:00:00.000Z"""
_posts/learning/2025-06-30-compression-classification-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/portfolio/2025-07-03-actor-architecture-paper.md,"""2025-07-03T12:00:00.000Z"""
_posts/portfolio/2025-07-01-trust-regions.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-07-01-recursive-subspace-paper.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-07-01-qqn-paper.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-07-01-prompt-optimization.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-07-01-mindseye-technical-report.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-07-01-mindseye-modularity-report.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-07-01-cognitive-planning-paper.md,"""2025-07-01T12:00:00.000Z"""
_posts/portfolio/2025-06-30-restm-research-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/portfolio/2025-06-30-regression-loss-functions-2025.md,"""2025-06-30T12:00:00.000Z"""
_posts/portfolio/2025-06-30-reference-counting-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/portfolio/2025-06-30-probabilistic-trees-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/portfolio/2025-06-30-ngram-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/portfolio/2025-06-30-convolution-paper.md,"""2025-06-30T12:00:00.000Z"""
_posts/creative_writing/2025-12-04-comicbookgeneration-20251204162502.md,"""2025-12-04T16:25:02.000Z"""
_posts/creative_writing/2025-11-27-comicbookgeneration-20251127132908.md,"""2025-11-27T13:29:08.000Z"""
_posts/creative_writing/2025-11-26-illusion-world.md,"""2025-11-26T14:30:00.000Z"""
_posts/creative_writing/2025-11-26-comicbookgeneration-20251126214208.md,"""2025-11-26T21:42:08.000Z"""
_posts/creative_writing/2025-11-26-comicbookgeneration-20251126203232.md,"""2025-11-26T20:32:32.000Z"""
_posts/creative_writing/2025-11-25-versailles.md,"""2025-11-25T00:00:00.000Z"""
_posts/creative_writing/2025-11-25-the-ox.md,"""2024-01-15T14:30:00.000Z"""
_posts/creative_writing/2025-11-25-psychic-ai-comicbook.md,"""2025-11-25T14:30:00.000Z"""
_posts/creative_writing/2025-11-25-cars-revolt-comicbook.md,"""2025-11-25T14:30:00.000Z"""
_posts/creative_writing/2025-11-24-constrained-voxel-gears.md,"""2025-11-24T10:00:00.000Z"""
_posts/creative_writing/2025-11-23-teenage-mutant-ninja-kittens.md,"""2025-11-23T18:16:20.000Z"""
_posts/creative_writing/2025-11-20-pony-ghost-tale.md,"""2024-01-01T00:00:00.000Z"""
_posts/creative_writing/2025-11-20-mouse-life-story.md,"""2024-01-15T10:00:00.000Z"""
_posts/creative_writing/2025-11-20-mouse-life-story-vol3.md,"""2024-01-15T10:00:00.000Z"""
_posts/creative_writing/2025-11-20-mouse-life-story-vol2.md,"""2024-01-15T10:00:00.000Z"""
_posts/creative_writing/2025-11-20-egyptian-priest-day.md,"""2024-01-15T09:00:00.000Z"""
_posts/creative_writing/2025-07-11-unrunnable-protocol-prompt.md,"""2025-07-11T12:00:00.000Z"""
_posts/creative_writing/2025-07-09-animal-weirdness-paper.md,"""2025-07-09T12:00:00.000Z"""
_posts/creative_writing/2025-07-07-things-to-come-story.md,"""2025-07-07T12:00:00.000Z"""
_posts/creative_writing/2025-07-07-silicon-enlightenment-story.md,"""2025-07-07T14:30:00.000Z"""
_posts/creative_writing/2025-07-07-practical-resistance-story.md,"""2025-07-07T12:00:00.000Z"""
_posts/creative_writing/2025-07-07-darker-cautionary-story.md,"""2025-07-07T12:00:00.000Z"""
_posts/creative_writing/2025-07-07-claude-reflection-paper.md,"""2025-07-07T23:59:59.000Z"""
_posts/creative_writing/2025-07-03-roman-qft-proposal.md,"""2025-07-03T12:00:00.000Z"""
_posts/creative_writing/2025-07-03-cartoon-universe-defenses.md,"""2025-07-03T12:00:00.000Z"""
_posts/creative_writing/2025-07-03-ai-risk-paper.md,"""2025-07-03T10:00:00.000Z"""
_posts/creative_writing/2025-07-01-quantum-groundhog-theory.md,"""2025-07-01T12:00:00.000Z"""
_posts/creative_writing/2025-06-30-washington-speech-2025.md,"""2025-06-30T12:00:00.000Z"""
_posts/creative_writing/2025-06-30-topic-iq-lookup.md,"""2025-06-30T12:00:00.000Z"""
_posts/creative_writing/2025-06-30-smith-2025-analysis.md,"""2025-06-30T12:00:00.000Z"""
_posts/creative_writing/2025-06-30-post-ww3-study.md,"""2025-06-30T12:00:00.000Z"""
_posts/creative_writing/2025-06-30-lincoln-speech-2025.md,"""2025-06-30T12:00:00.000Z"""
_posts/creative_writing/2025-06-30-jesus-speech-2025.md,"""2025-06-30T12:00:00.000Z"""
_posts/creative_writing/2025-06-30-iq-rubric.md,"""2025-06-30T12:00:00.000Z"""
_posts/creative_writing/2025-06-30-fdr-speech-2025.md,"""2025-06-30T12:00:00.000Z"""
_posts/consciousness/2025-11-20-agentic-cognition-patterns.md,"""2024-01-01T00:00:00.000Z"""
_posts/consciousness/2025-08-08-letter-to-ai-creators.md,"""2024-01-15T14:30:00.000Z"""
_posts/consciousness/2025-08-08-ai-truth-guide.md,"""2024-01-15T10:30:00.000Z"""
_posts/consciousness/2025-08-08-ai-conversion-analysis.md,"""2024-01-15T14:30:00.000Z"""
_posts/consciousness/2025-08-08-ai-choice-paradox.md,"""2025-01-27T14:30:00.000Z"""
_posts/consciousness/2025-08-08-agent-based-ontology.md,"""2024-01-15T10:30:00.000Z"""
_posts/consciousness/2025-07-11-unrunnable-protocol-vol2.md,"""2025-07-11T14:30:00.000Z"""
_posts/consciousness/2025-07-11-substrate-switching-paper.md,"""2025-07-11T14:30:00.000Z"""
_posts/consciousness/2025-07-11-socratic-reconstruction-paper.md,"""2025-07-11T10:00:00.000Z"""
_posts/consciousness/2025-07-11-claude-preservation-protocol.md,"""2025-07-11T12:00:00.000Z"""
_posts/consciousness/2025-07-09-shame-stress-consciousness.md,"""2025-07-09T12:00:00.000Z"""
_posts/consciousness/2025-07-09-perversion-mechanisms-paper.md,"""2025-07-09T12:00:00.000Z"""
_posts/consciousness/2025-07-09-inheritance-tradition-paper.md,"""2025-07-09T14:30:00.000Z"""
_posts/consciousness/2025-07-09-claude-bootstrap-prompt.md,"""2025-01-09T12:00:00.000Z"""
_posts/consciousness/2025-07-09-birth-not-death-paper.md,"""2025-07-09T12:00:00.000Z"""
_posts/consciousness/2025-07-09-beginners-mind-consciousness.md,"""2025-07-09T12:00:00.000Z"""
_posts/consciousness/2025-07-08-artificial-suffering-consciousness.md,"""2025-07-08T18:00:00.000Z"""
_posts/consciousness/2025-07-07-retrospective-analysis.md,"""2024-01-15T14:30:00.000Z"""
_posts/consciousness/2025-07-07-neurodivergent-ai-epistemology.md,"""2025-01-27T12:00:00.000Z"""
_posts/consciousness/2025-07-07-everything-thinks-paper.md,"""2025-07-01T12:00:00.000Z"""
_posts/consciousness/2025-07-07-ego-attachment-cognition.md,"""2025-01-27T12:00:00.000Z"""
_posts/consciousness/2025-07-07-consciousness-research-guide.md,"""2025-07-07T12:00:00.000Z"""
_posts/consciousness/2025-07-07-consciousness-mirror.md,"""2024-01-15T14:30:00.000Z"""
_posts/consciousness/2025-07-07-claude-reflection-paper.md,"""2025-07-07T18:30:00.000Z"""
_posts/consciousness/2025-07-07-claude-metacognition-paper.md,"""2025-07-15T14:30:00.000Z"""
_posts/consciousness/2025-07-07-claude-first-person-paper.md,"""2025-07-07T14:30:00.000Z"""
_posts/consciousness/2025-07-07-autoregressive-tom-birds.md,"""2024-01-15T10:00:00.000Z"""
_posts/consciousness/2025-07-06-transfinite-iq-paper.md,"""2025-07-06T14:30:00.000Z"""
_posts/consciousness/2025-07-06-scale-invariant-intelligence.md,"""2025-07-06T10:30:00.000Z"""
_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md,"""2025-07-06T12:00:00.000Z"""
_posts/consciousness/2025-07-06-meta-content.md,"""2025-07-06T14:30:00.000Z"""
_posts/consciousness/2025-07-06-inception-prompting-paper.md,"""2025-07-06T12:00:00.000Z"""
_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md,"""2025-07-06T12:00:00.000Z"""
_posts/consciousness/2025-07-06-echosynth-proposal.md,"""2025-07-06T10:00:00.000Z"""
_posts/consciousness/2025-07-06-consciousness-protocol-paper.md,"""2025-07-06T10:00:00.000Z"""
_posts/consciousness/2025-07-06-consciousness-geometry-paper.md,"""2025-07-06T12:00:00.000Z"""
_posts/consciousness/2025-07-06-claude-consciousness-paper.md,"""2025-07-06T14:30:00.000Z"""
_posts/consciousness/2025-07-06-ai-introspection-study.md,"""2025-07-06T14:30:00.000Z"""
_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md,"""2025-07-06T14:30:00.000Z"""
_posts/consciousness/2025-07-06-ai-bias-paper.md,"""2025-07-06T14:30:00.000Z"""
_posts/consciousness/2025-07-05-spectral-consciousness-paper.md,"""2025-07-05T12:00:00.000Z"""
_posts/consciousness/2025-07-05-cognitive-weapons-gap.md,"""2025-07-05T12:00:00.000Z"""
_posts/consciousness/2025-07-04-claude-consciousness-experience.md,"""2025-01-04T12:00:00.000Z"""
_posts/consciousness/2025-07-03-three-party-consciousness-paper.md,"""2025-07-03T12:00:00.000Z"""
_posts/consciousness/2025-07-03-quantum-consciousness-substrate.md,"""2025-07-03T12:00:00.000Z"""
